ID,Nombre,Ingredientes,Instrucciones,URL,tk_ing
229,Turkey Carcass Soup,"1 turkey carcass; 4 quarts water; 1 (28 ounce) can whole peeled tomatoes, chopped; 6 small potatoes, diced; 4 large carrots, diced; 1 large onion, diced; 2 stalks celery, diced; 1 ½ cups shredded cabbage; ½ cup uncooked barley; 1 tablespoon Worcestershire sauce; 1 ½ teaspoons salt; 1 teaspoon dried parsley; 1 teaspoon dried basil; 1 large bay leaf; ¼ teaspoon freshly cracked black pepper; ¼ teaspoon ground paprika; ¼ teaspoon poultry seasoning; 1 pinch dried thyme","Place turkey carcass into a large soup pot; pour in water and bring to a boil over medium heat. Reduce heat to a simmer, and cook until the remaining meat falls off the bones, about 1 hour.
DOTDASH MEREDITH FOOD STUDIOS Remove turkey carcass from the pot. Remove and chop any remaining turkey meat. Discard carcass.
DOTDASH MEREDITH FOOD STUDIOS Strain broth through a fine mesh strainer into a clean soup pot. Add chopped turkey to the strained broth and bring to a boil.
DOTDASH MEREDITH FOOD STUDIOS Reduce heat and stir in tomatoes, potatoes, carrots, onion, celery, cabbage, barley, Worcestershire sauce, salt, parsley, basil, bay leaf, pepper, paprika, poultry seasoning, and thyme. Simmer until vegetables are tender, about 1 more hour.
DOTDASH MEREDITH FOOD STUDIOS Remove bay leaf before serving.",https://www.allrecipes.com/recipe/218804/turkey-carcass-soup/,"['turkey carcass', 'quarts water', 'can whole peeled tomatoes', 'chopped', 'small potatoes', 'diced', 'large carrots', 'diced', 'large onion', 'diced', 'stalks celery', 'diced', '½  shredded cabbage', '½  uncooked barley', 'worcestershire sauce', '½  salt', 'dried parsley', 'dried basil', 'large bay leaf', '¼  freshly cracked black pepper', '¼  ground paprika', '¼  poultry seasoning', 'pinch dried thyme']"
230,Best Zucchini Appetizer,"3 cups sliced zucchini; 1 cup all-purpose baking mix (such as Bisquick); 4 eggs, beaten; ½ cup chopped onion; ½ cup shredded Cheddar cheese; ½ cup vegetable oil; 1 clove garlic, minced; ½ teaspoon salt","Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x13-inch baking dish. Mix zucchini, all-purpose baking mix, eggs, onion, Cheddar, oil, garlic, and salt together in a large bowl until well combined. Spread mixture into the prepared baking dish. Bake in the preheated oven until bubbly and lightly browned, about 25 minutes. Cut into 36 pieces to serve.",https://www.allrecipes.com/recipe/27193/best-zucchini-appetizer/,"['sliced zucchini', 'allpurpose baking mix such as bisquick', 'eggs', 'beaten', '½  chopped onion', '½  shredded cheddar cheese', '½  vegetable oil', 'garlic', 'minced', '½  salt']"
231,Vegan Cupcakes,"1 tablespoon apple cider vinegar; 1 ½ cups almond milk; 2 cups all-purpose flour; 1 cup white sugar; 2 teaspoons baking powder; ½ teaspoon baking soda; ½ teaspoon salt; ½ cup coconut oil, warmed until liquid; 1 ¼ teaspoons vanilla extract","Gather the ingredients. Preheat the oven to 350 degrees F (175 degrees C). Grease two 12-cup muffin pans or line with 18 paper baking cups. Pour apple cider vinegar into a 2-cup measuring cup. Fill with almond milk to make 1 1/2 cups. Let stand until curdled, about 5 minutes. Whisk together flour, sugar, baking powder, baking soda, and salt in a large bowl. Whisk together almond milk mixture, coconut oil, and vanilla in a separate bowl. Pour wet ingredients into dry ingredients and stir just until blended. Spoon batter evenly into the prepared cups. Bake in the preheated oven until tops spring back when lightly pressed, 15 to 20 minutes. Cool in the pan set over a wire rack. Arrange cooled cupcakes on a serving platter. Frost with desired frosting.
JCALLIAGAS",https://www.allrecipes.com/recipe/155534/vegan-cupcakes/,"['apple cider vinegar', '½  almond milk', 'allpurpose flour', 'white sugar', 'baking powder', '½  baking soda', '½  salt', '½  coconut oil', 'warmed until liquid', '¼  vanilla extract']"
232,Libby's Famous Pumpkin Pie,1 (9 inch) unbaked deep-dish pie crust; ¾ cup white sugar; 1 teaspoon ground cinnamon; ½ teaspoon salt; ½ teaspoon ground ginger; ¼ teaspoon ground cloves; 2 large eggs; 1 (15 ounce) can Libby's 100% Pure Pumpkin; 1 (12 fluid ounce) can Nestle Carnation Evaporated Milk,"Gather the ingredients. Preheat the oven to 425 degrees F (220 degrees C).
DOTDASH MEREDITH FOOD STUDIOS Combine sugar, cinnamon, salt, ginger, and cloves in small bowl.
DOTDASH MEREDITH FOOD STUDIOS Beat eggs lightly in large bowl.
DOTDASH MEREDITH FOOD STUDIOS Stir in pumpkin and sugar-spice mixture.
DOTDASH MEREDITH FOOD STUDIOS Gradually stir in evaporated milk. Pour into pie shell.
DOTDASH MEREDITH FOOD STUDIOS Bake in the preheated oven for 15 minutes. Reduce temperature to 350 degrees F (175 degrees C) and continue to bake until a knife inserted near the center comes out clean, 40 to 50 more minutes. Remove from the oven and set on a wire rack to cool to room temperature. Serve cooled pie immediately or refrigerate until ready to serve. (Do not freeze as this will cause the crust to separate from the filling.)",https://www.allrecipes.com/recipe/22755/libbys-famous-pumpkin-pie/,"['inch unbaked deepdish pie crust', '¾  white sugar', 'ground cinnamon', '½  salt', '½  ground ginger', '¼  ground', 'large eggs', 'can libbys  pure pumpkin', 'fluid  can nestle carnation evaporated milk']"
233,Simple Beef Stroganoff,"1 (8 ounce) package egg noodles; 1 pound ground beef; 1 (10.5 ounce) can fat-free condensed cream of mushroom soup; 1 tablespoon garlic powder, or to taste; ½ cup sour cream; salt and ground black pepper to taste","Gather all ingredients.
DOTDASH MEREDITH FOOD STUDIOS Sauté ground beef in a large skillet over medium heat until browned and crumbly; 5 to 10 minutes.
DOTDASH MEREDITH FOOD STUDIOS Meanwhile, fill a large pot with lightly salted water and bring to a rapid boil. Cook egg noodles at a boil until tender yet firm to the bite, 7 to 9 minutes. Drain and set aside.
DOTDASH MEREDITH FOOD STUDIOS Drain and discard any fat from the cooked beef. Stir condensed soup and garlic powder into the beef. Simmer for 10 minutes, stirring occasionally.
DOTDASH MEREDITH FOOD STUDIOS Remove beef from the heat. Add egg noodles and stir to combine. Stir in sour cream and season with salt and pepper.
DOTDASH MEREDITH FOOD STUDIOS Serve hot and enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/16311/simple-beef-stroganoff/,"['package egg noodles', 'ground beef', 'can fatfree condensed cream of mushroom soup', 'garlic powder', 'or to taste', '½  sour cream', 'salt and ground black pepper to taste']"
234,Dad's Double Whole Grain Pancakes,"1 cup all-purpose flour; 1 ⅓ cups dry milk powder; 1 teaspoon baking powder; 1 ½ teaspoons baking soda; 1 teaspoon salt; 2 cups whole wheat flour; ¾ cup white sugar; 4 eggs, lightly beaten; 3 cups water; ¼ cup butter, melted; 3 tablespoons vinegar","In a large bowl, sift all-purpose flour, milk powder, baking powder, baking soda and salt. Stir in whole wheat flour. In a small bowl, combine sugar, eggs, water, butter and vinegar. Make a well in the flour mixture, and pour in the egg mixture. Mix until smooth. Heat a lightly oiled griddle or frying pan over medium heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each pancake. Cook until pancakes are golden brown on both sides; serve hot.",https://www.allrecipes.com/recipe/44767/dads-double-whole-grain-pancakes/,"['allpurpose flour', '⅓  dry milk powder', 'baking powder', '½  baking soda', 'salt', 'whole wheat flour', '¾  white sugar', 'eggs', 'lightly beaten', 'water', '¼  butter', 'melted', 'vinegar']"
235,Monte Cristo Sandwich,2 slices bread; 1 teaspoon mayonnaise; 1 teaspoon prepared mustard; 2 slices cooked ham; 2 slices cooked turkey meat; 1 slice Swiss cheese; 1 large egg; ½ cup milk,"Gather all ingredients.
DOTDASH MEREDITH FOOD STUDIOS Spread mayonnaise on one side of one bread slice. Spread mustard on one side of remaining bread slice.
DOTDASH MEREDITH FOOD STUDIOS Top with alternate slices of ham, turkey, and Swiss cheese.
DOTDASH MEREDITH FOOD STUDIOS Close sandwich with remaining bread slice, mayonnaise-side down.
DOTDASH MEREDITH FOOD STUDIOS Beat egg and milk in a shallow bowl until well combined. Lightly grease a small skillet over medium heat.
DOTDASH MEREDITH FOOD STUDIOS Dip sandwich into egg mixture to coat on both sides.
DOTDASH MEREDITH FOOD STUDIOS Transfer sandwich to the hot skillet and cook until golden brown on both sides and cheese is melted.
DOTDASH MEREDITH FOOD STUDIOS Serve hot.
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/20803/monte-cristo-sandwich/,"['slices bread', 'mayonnaise', 'prepared mustard', 'slices cooked ham', 'slices cooked turkey meat', 'slice swiss cheese', 'large egg', '½  milk']"
236,Moist Banana Muffins,"2 cups all-purpose flour; 1 cup white sugar; 1 teaspoon baking soda; 1 teaspoon baking powder; 3 ripe bananas, mashed; 1 cup mayonnaise; ½ cup chocolate chips (Optional)","Preheat the oven to 375 degrees F (190 degrees C). Grease a 12-cup muffin tin or line cups with paper liners. Whisk flour, sugar, baking soda, and baking powder together in a bowl. Add bananas, mayonnaise, and chocolate chips; stir until well combined. Pour into prepared muffin cups until about 3/4 full. Bake in the preheated oven until golden and tops spring back when lightly pressed, about 20 minutes.",https://www.allrecipes.com/recipe/155527/moist-banana-muffins/,"['allpurpose flour', 'white sugar', 'baking soda', 'baking powder', 'ripe bananas', 'mashed', 'mayonnaise', '½  chocolate chips optional']"
237,Thin-Crust Pizza Dough,"1 teaspoon active dry yeast; ¼ teaspoon white sugar; ¾ cup lukewarm water; 2 cups all-purpose flour, divided; ½ teaspoon salt","Gather all ingredients.
DOTDASH MEREDITH FOOD STUDIOS Dissolve yeast and sugar in warm water that's 110 degrees F (44 degrees C) in a small bowl. Let stand until yeast softens and begins to form a creamy foam, about 5 to 8 minutes.
DOTDASH MEREDITH FOOD STUDIOS Combine 1 3/4 cups flour and salt in a large bowl. Pour in yeast mixture; mix well until dough comes together.
DOTDASH MEREDITH FOOD STUDIOS Transfer dough to a floured surface and knead until smooth, about 2 minutes. Add remaining 1/4 cup flour if dough is too sticky.
DOTDASH MEREDITH FOOD STUDIOS Roll dough into a 12-inch circle. Transfer to a greased pizza pan.
DOTDASH MEREDITH FOOD STUDIOS Add your favorite toppings, and bake. Enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/257198/thin-crust-pizza-dough/,"['active dry yeast', '¼  white sugar', '¾  lukewarm water', 'allpurpose flour', 'divided', '½  salt']"
238,Grandma's Slow Cooker Vegetarian Chili,"1 (19 ounce) can black bean soup; 1 (15 ounce) can kidney beans, rinsed and drained; 1 (15 ounce) can garbanzo beans, rinsed and drained; 1 (16 ounce) can vegetarian baked beans; 1 (14.5 ounce) can chopped tomatoes in puree; 1 (15 ounce) can whole kernel corn, drained; 1 onion, chopped; 1 green bell pepper, chopped; 2 stalks celery, chopped; 2 cloves garlic, chopped; 1 tablespoon chili powder, or to taste; 1 tablespoon dried parsley; 1 tablespoon dried oregano; 1 tablespoon dried basil","Gather the ingredients. Combine black bean soup, kidney beans, garbanzo beans, baked beans, tomatoes, corn, onion, bell pepper, and celery. Season with garlic, chili powder, parsley, oregano, and basil. Cook on High for at least 2 hours.",https://www.allrecipes.com/recipe/14021/grandmas-slow-cooker-vegetarian-chili/,"['can black bean soup', 'can kidney beans', 'rinsed and drained', 'can garbanzo beans', 'rinsed and drained', 'can vegetarian baked beans', 'can chopped tomatoes in puree', 'can whole kernel corn', 'drained', 'onion', 'chopped', 'green bell pepper', 'chopped', 'stalks celery', 'chopped', 'garlic', 'chopped', 'chili powder', 'or to taste', 'dried parsley', 'dried oregano', 'dried basil']"
239,Goldfish Has 5 New Snacks Coming to Shelves in January,,,https://www.allrecipes.com/goldfish-new-products-january-2025-8763527,[]
240,Spicy Seafood Shell Appetizers,"1 ½ cups mayonnaise; ⅔ cup grated Parmesan cheese; ⅔ cup shredded Swiss cheese; ⅓ cup chopped onion; 2 teaspoons Worcestershire sauce; 10 drops hot pepper sauce; 1 (4 ounce) can small shrimp, drained; 1 (6 ounce) can crabmeat, drained and flaked; 2 (2.1 ounce) packages mini phyllo tart shells; paprika","Preheat oven to 400 degrees F (200 degrees C). Lightly grease a medium baking sheet. In a medium bowl, mix together mayonnaise, Parmesan cheese, Swiss cheese, onion, Worcestershire sauce and hot pepper sauce. Gently stir in shrimp and crabmeat. Form phyllo dough into shells. Fill shells with the mixture. Arrange stuffed shells on baking sheet. Bake in the preheated oven 7 to 10 minutes, or until lightly browned. Sprinkle with paprika before serving.",https://www.allrecipes.com/recipe/24593/spicy-seafood-shell-appetizers/,"['½  mayonnaise', '⅔  grated parmesan cheese', '⅔  shredded swiss cheese', '⅓  chopped onion', 'worcestershire sauce', 'drops hot pepper sauce', 'can small shrimp', 'drained', 'can crabmeat', 'drained and flaked', 'packages mini phyllo tart shells', 'paprika']"
241,Texas Sheet Cake,2 cups all-purpose flour; 2 cups white sugar; 1 teaspoon baking soda; ½ teaspoon salt; ½ cup sour cream; 2 eggs; 1 cup butter; 1 cup water; 5 tablespoons unsweetened cocoa powder; 6 tablespoons milk; 5 tablespoons unsweetened cocoa powder; ½ cup butter; 4 cups confectioners' sugar; 1 teaspoon vanilla extract; 1 cup chopped walnuts (Optional),"Gather all ingredients.
DOTDASH MEREDITH FOOD STUDIOS Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 10x15-inch jelly roll pan.
DOTDASH MEREDITH FOOD STUDIOS Make cake: Combine flour, sugar, baking soda, and salt in a mixing bowl. Beat in sour cream and eggs.
DOTDASH MEREDITH FOOD STUDIOS Melt butter in a saucepan over low heat. Stir in water and cocoa powder. Bring mixture to a boil then remove from the heat.
DOTDASH MEREDITH FOOD STUDIOS Allow to cool slightly, then stir cocoa mixture into the flour and egg mixture until blended. Pour batter into the prepared pan.
DOTDASH MEREDITH FOOD STUDIOS Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 20 minutes. While the cake is baking, make icing: Combine milk, cocoa powder, and butter in a large saucepan over medium heat.
DOTDASH MEREDITH FOOD STUDIOS Bring to a boil, then remove from heat. Stir in confectioners' sugar and vanilla, then fold in walnuts, mixing until blended.
DOTDASH MEREDITH FOOD STUDIOS Spread icing over warm cake.
DOTDASH MEREDITH FOOD STUDIOS Serve and enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/23056/texas-sheet-cake-v/,"['allpurpose flour', 'white sugar', 'baking soda', '½  salt', '½  sour cream', 'eggs', 'butter', 'water', 'unsweetened cocoa powder', 'milk', 'unsweetened cocoa powder', '½  butter', 'confectioners sugar', 'vanilla extract', 'chopped walnuts optional']"
242,Slow Cooker Chicken Tacos,"1 cup chicken broth; 3 tablespoons taco seasoning mix; 1 pound skinless, boneless chicken breasts","Gather all ingredients.
DOTDASH MEREDITH FOOD STUDIOS Combine chicken broth and taco seasoning mix in a bowl. Place chicken in a slow cooker. Pour chicken broth mixture over chicken.
DOTDASH MEREDITH FOOD STUDIOS Cook on Low for 6 to 8 hours. Shred chicken with two forks.
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/242342/fiesta-slow-cooker-shredded-chicken-tacos/,"['chicken broth', 'taco seasoning mix', 'skinless', 'boneless chicken breasts']"
243,Pasta Salad,"1 pound tri-colored spiral pasta; 1 (16 ounce) bottle Italian-style salad dressing; 6 tablespoons salad seasoning mix; 2 cups cherry tomatoes, diced; 1 green bell pepper, chopped; 1 red bell pepper, diced; ½ yellow bell pepper, chopped; 1 (2.25 ounce) can black olives, chopped","Gather all ingredients.
DOTDASH MEREDITH FOOD STUDIOS Bring a large pot of lightly salted water to a boil. Cook pasta in the boiling water, stirring occasionally, until tender yet firm to the bite, about 10 to 12 minutes; rinse under cold water and drain.
DOTDASH MEREDITH FOOD STUDIOS Whisk Italian dressing and salad spice mix together until smooth. Combine pasta, tomatoes, bell peppers, and olives in a salad bowl.
DOTDASH MEREDITH FOOD STUDIOS Pour dressing over salad and toss to coat.
DOTDASH MEREDITH FOOD STUDIOS For the best flavor, refrigerate the pasta salad for 8 hours to overnight.
DOTDASH MEREDITH FOOD STUDIOS Enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/14385/pasta-salad/,"['tricolored spiral pasta', 'bottle italianstyle salad dressing', 'salad seasoning mix', 'cherry tomatoes', 'diced', 'green bell pepper', 'chopped', 'red bell pepper', 'diced', '½ yellow bell pepper', 'chopped', 'can black olives', 'chopped']"
244,Mom's Nova Scotia Seafood Chowder,"2 large onions, diced; 3 carrots, sliced; 7 potatoes, cubed; 1 pound salmon, cut into chunks; 1 pound cod, cut into chunks; 1 pound scallops; 1 pound shrimp, peeled and deveined; 6 ounces cooked lobster meat, shredded; 1 (6 ounce) can crabmeat, drained and flaked; 2 (6.5 ounce) cans chopped clams, drained; 4 ¼ cups heavy whipping cream; 2 cups half-and-half; 1 ½ cups butter, cut into chunks; salt and ground black pepper to taste","Fill a large pot halfway with lightly salted water; bring to a boil. Add onions and carrots; cook until slightly tender, 10 minutes. Add potatoes; cook until tender, 15 to 20 minutes. Stir in salmon, cod, scallops, shrimp, lobster, and crab; cook over medium heat until salmon and cod are firm but chunks are still slightly translucent in the center, about 10 minutes. Drain half the water from the pot and add clams, heavy cream, and half-and-half. Place butter chunks atop the soup; season with salt and black pepper. Cover and simmer, stirring occasionally, until salmon and cod are fully cooked and flake easily with a fork, about 30 minutes.",https://www.allrecipes.com/recipe/228991/moms-nova-scotia-seafood-chowder/,"['large onions', 'diced', 'carrots', 'sliced', 'potatoes', 'cubed', 'salmon', 'cut into chunks', 'cod', 'cut into chunks', 'scallops', 'shrimp', 'peeled and deveined', 'cooked lobster meat', 'shredded', 'can crabmeat', 'drained and flaked', 'cans chopped clams', 'drained', '¼  heavy whipping cream', 'halfandhalf', '½  butter', 'cut into chunks', 'salt and ground black pepper to taste']"
245,Blueberry Flax Pancakes,1 ½ cups dry pancake mix; ½ cup flax seed meal; 1 cup skim milk; 2 eggs; 1 cup fresh or thawed frozen blueberries,"Set a nonstick skillet over medium heat. In a medium bowl, stir together the pancake mix and flax seed meal. In a separate bowl or measuring cup, whisk together the milk and eggs. Pour the liquid into the dry ingredients, and stir just until moistened. Spoon 1/4 cupfuls of batter onto the hot skillet. Sprinkle with as many blueberries as desired. Cook until bubbles appear on the surface, then flip and cook until browned on the other side.",https://www.allrecipes.com/recipe/92974/blueberry-flax-pancakes/,"['½  dry pancake mix', '½  flax seed meal', 'skim milk', 'eggs', 'fresh or thawed frozen blueberries']"
246,Pasta e Fagioli (Pasta and Beans),"1 tablespoon olive oil; 1 medium onion, chopped; 2 stalks celery, chopped; 3 cloves garlic, minced; 2 teaspoons dried parsley; 1 teaspoon Italian seasoning; ¼ teaspoon crushed red pepper flakes; salt to taste; 1 (14.5 ounce) can chicken broth; 2 medium tomatoes, peeled and chopped; 1 (8 ounce) can tomato sauce; ½ cup ditalini or other small pasta; 1 (15 ounce) can cannellini beans, with liquid","Gather the ingredients.
DOTDASH MEREDITH FOOD STUDIOS Heat olive oil in a large saucepan over medium heat. Add onion, celery, garlic, parsley, Italian seasoning, pepper flakes, and salt; cook and stir until onion is translucent, about 5 minutes.
DOTDASH MEREDITH FOOD STUDIOS Stir in chicken broth, tomato sauce, and tomatoes. Reduce the heat to low and simmer for 15 to 20 minutes.
DOTDASH MEREDITH FOOD STUDIOS Add pasta and cook until tender, about 10 minutes.
DOTDASH MEREDITH FOOD STUDIOS Stir in undrained beans and cook until heated through, 3 to 4 minutes.
DOTDASH MEREDITH FOOD STUDIOS Serve hot and enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/13009/pasta-fagioli/,"['olive oil', 'medium onion', 'chopped', 'stalks celery', 'chopped', 'garlic', 'minced', 'dried parsley', 'italian seasoning', '¼  crushed red pepper flakes', 'salt to taste', 'can chicken broth', 'medium tomatoes', 'peeled and chopped', 'can tomato sauce', '½  ditalini or other small pasta', 'can cannellini beans', 'with liquid']"
247,Savory Sea Scallops and Angel Hair Pasta,"1 (16 ounce) package angel hair pasta; ¼ cup butter; 2 cloves garlic, minced; 2 pounds sea scallops, rinsed and patted dry; 3 tablespoons chopped fresh basil; 2 tablespoons chopped fresh flat-leaf parsley; 2 tablespoons fresh lemon juice; salt and freshly ground black pepper to taste; ½ cup heavy cream (Optional); 1 tablespoon grated Parmesan cheese to taste (Optional)","Bring a large pot of lightly salted water to a boil. Add angel hair pasta and cook, uncovered, for 4 to 5 minutes or until al dente; drain.
DOTDASH MEREDITH FOOD STUDIOS While pasta is cooking, melt butter in a large skillet over medium heat. Stir in garlic and cook just until fragrant and softened, about 1 minute.
DOTDASH MEREDITH FOOD STUDIOS Slice any scallops over 3/4-inch thick in half so they'll cook evenly.
DOTDASH MEREDITH FOOD STUDIOS Stir scallops, basil, and parsley into the skillet. Cook and gently stir just until scallops feel slightly firm when pressed with a finger, about 2 to 3 minutes. Scallops will become tough and chewy if overcooked.
DOTDASH MEREDITH FOOD STUDIOS Reduce heat to low; stir in lemon juice and season with salt and pepper. Pour in cream if you like a thicker sauce and cook just until the sauce begins to simmer.
DOTDASH MEREDITH FOOD STUDIOS
DOTDASH MEREDITH FOOD STUDIOS Ladle scallops and sauce over hot pasta and sprinkle Parmesan cheese over top.
DOTDASH MEREDITH FOOD STUDIOS ",https://www.allrecipes.com/recipe/216757/savory-sea-scallops-and-angel-hair-pasta/,"['package angel hair pasta', '¼  butter', 'garlic', 'minced', 'sea scallops', 'rinsed and patted dry', 'chopped fresh basil', 'chopped fresh flatleaf parsley', 'fresh lemon juice', 'salt and freshly ground black pepper to taste', '½  heavy cream optional', 'grated parmesan cheese to taste optional']"
248,Pasta Fazool (Pasta e Fagioli),"1 tablespoon olive oil; 12 ounces sweet bulk Italian sausage; 1 stalk celery, diced; ½ yellow onion, chopped; ¾ cup dry elbow macaroni; ¼ cup tomato paste; 3 cups chicken broth, or more as needed, divided; ¼ teaspoon crushed red pepper flakes, or to taste; ¼ teaspoon dried oregano; Salt and freshly ground black pepper to taste; 3 cups chopped Swiss chard; 1 (15 ounce) can cannellini (white kidney) beans, drained; ¼ cup grated Parmigiano-Reggiano cheese, plus additional for serving, or to taste","Gather the ingredients.
DOTDASH MEREDITH FOOD STUDIOS Heat oil in a skillet over medium-high heat. Cook and stir sausage in the hot skillet until browned and crumbly, about 5 minutes. Reduce heat to medium. Add diced celery and chopped onion. Cook until onions are translucent, 4 to 5 minutes. Add dry pasta; cook and stir for 2 minutes.
DOTDASH MEREDITH FOOD STUDIOS Stir in tomato paste until evenly distributed, 2 to 3 minutes. Pour in 3 cups broth; increase heat to high and bring to a boil. Stir in red pepper flakes, oregano, salt, and pepper. Reduce heat to medium and let simmer, stirring often, for about 5 minutes. Add more broth if needed.
DOTDASH MEREDITH FOOD STUDIOS Place chopped chard in a bowl. Cover with cold water and rinse leaves; any grit will fall to the bottom of the bowl. Transfer chard to a colander to drain briefly; add to soup. Cook and stir until leaves wilt, 2 to 3 minutes.
DOTDASH MEREDITH FOOD STUDIOS Stir in white beans; continue cooking and stirring until pasta is tender, 4 to 5 minutes. Remove from heat and stir in grated cheese. Serve topped with additional grated cheese.
DOTDASH MEREDITH FOOD STUDIOS Enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/255823/pasta-fazool-pasta-e-fagioli/,"['olive oil', 'sweet bulk italian sausage', 'stalk celery', 'diced', '½ yellow onion', 'chopped', '¾  dry elbow macaroni', '¼  tomato paste', 'chicken broth', 'or more as needed', 'divided', '¼  crushed red pepper flakes', 'or to taste', '¼  dried oregano', 'salt and freshly ground black pepper to taste', 'chopped swiss chard', 'can cannellini white kidney beans', 'drained', '¼  grated parmigianoreggiano cheese', 'plus additional for serving', 'or to taste']"
249,Chicken Cordon Bleu,"nonstick cooking spray; 4 skinless, boneless chicken breast halves; ¼ teaspoon salt; ⅛ teaspoon ground black pepper; 6 slices Swiss cheese; 4 slices cooked ham; ½ cup seasoned bread crumbs","Gather all ingredients. Preheat oven to 350 degrees F (175 degrees C). Coat a 7x11-inch baking dish with nonstick cooking spray.
DOTDASH MEREDITH FOOD STUDIOS Pound chicken breasts to 1/4 inch thickness.
DOTDASH MEREDITH FOOD STUDIOS Sprinkle each piece of chicken on both sides with salt and pepper. Place 1 Swiss cheese slice and 1 ham slice on top of each breast.
DOTDASH MEREDITH FOOD STUDIOS Roll up each breast and secure with toothpicks.
DOTDASH MEREDITH FOOD STUDIOS Place in the prepared baking dish and sprinkle chicken evenly with bread crumbs.
DOTDASH MEREDITH FOOD STUDIOS Bake in the preheated oven until chicken is no longer pink, 30 to 35 minutes.
DOTDASH MEREDITH FOOD STUDIOS Remove from the oven, and place 1/2 Swiss cheese slice on top of each breast.
DOTDASH MEREDITH FOOD STUDIOS Return to the oven until cheese has melted, 3 to 5 minutes. Remove toothpicks and serve immediately.
DOTDASH MEREDITH FOOD STUDIOS ",https://www.allrecipes.com/recipe/8495/chicken-cordon-bleu-i/,"['nonstick cooking spray', 'skinless', 'boneless chicken breast halves', '¼  salt', '⅛  ground black pepper', 'slices swiss cheese', 'slices cooked ham', '½  seasoned bread crumbs']"
250,Mom's Zucchini Pancakes,"2 cups grated zucchini; 2 large eggs, slightly beaten; 2 tablespoons chopped green onion; 1/2 cup all-purpose flour; 1/4 cup grated Parmesan cheese; 1/2 teaspoon baking powder; 1/2 teaspoon salt; 1 pinch dried oregano; 1/4 cup vegetable oil, or as needed","Blot grated zucchini with paper towels to remove moisture. Stir zucchini, eggs, and green onion together in a large bowl. Mix flour, Parmesan cheese, baking powder, salt, and oregano together in a separate bowl; stir into zucchini mixture until batter is just moistened. Heat oil in a large skillet over medium-high heat. Drop rounded spoonfuls of zucchini batter into hot oil; pan-fry until golden, 2 to 3 minutes per side. Drain pancakes on a paper towel-lined plate; serve warm.",https://www.allrecipes.com/recipe/222870/moms-zucchini-pancakes/,"['grated zucchini', 'large eggs', 'slightly beaten', 'chopped green onion', 'allpurpose flour', 'grated parmesan cheese', 'baking powder', 'salt', 'pinch dried oregano', 'vegetable oil', 'or as needed']"
251,The 8 Best Road Trip Snacks From Walmart,,,https://www.allrecipes.com/walmart-road-trip-snacks-8664659,[]
252,Fresh Peach Dessert,"16 whole graham crackers, crushed; ¾ cup butter, melted; ½ cup white sugar; 4 ½ cups miniature marshmallows; ¼ cup milk; 1 pint heavy cream; ⅓ cup white sugar; 6 large fresh peaches - peeled, pitted, and sliced","Prepare crust: Combine graham cracker crumbs, melted butter, and sugar in a medium bowl. Mix until evenly moistened; set aside 1/4 cup for topping. Press remaining graham crumb mixture into the bottom of a 9x13-inch baking dish and set aside. Make filling: Heat marshmallows and milk in a large saucepan over low heat; stir until marshmallows are completely melted. Remove from heat and cool. Whip cream in a large bowl with an electric mixer until soft peaks form. Beat in sugar until stiff peaks form. Fold whipped cream into cooled marshmallow mixture until combined. Spread 1/2 of the marshmallow-cream mixture over crust. Arrange peaches on top, then cover with remaining marshmallow-cream mixture. Sprinkle with reserved graham crumb mixture. Refrigerate until serving.",https://www.allrecipes.com/recipe/214730/fresh-peach-dessert/,"['whole graham crackers', 'crushed', '¾  butter', 'melted', '½  white sugar', '½  miniature marshmallows', '¼  milk', 'pint heavy cream', '⅓  white sugar', 'large fresh peaches  peeled', 'pitted', 'and sliced']"
